Soziale Dienste in Wien – BezieherInnen (1) seit 2006;;;;;;;;;;;;;;;;;;
Ausgewählte Leistung;Berichtsjahr;;;;;;;;;;;;;;;;;
;2006;2007,0;2008,0;2009,0;2010,0;2011,0;2012,0;2013,0;2014,0;2015,0;2016,0;2017,0;2018,0;2019,0;2020,0;2021,0;2022;2023,0
Mobile persönliche Betreuungs- und Pflegedienste (2);;;;;;;;;;;;;;;;;;
Insgesamt;;;25430,0;26930,0;27780,0;27780,0;28270,0;28930,0;29410,0;30200,0;30600,0;30880,0;30800,0;28450,0;27640,0;27280,0;28300;28920,0
Heimhilfe;18930;19480,0;20380,0;21590,0;22010,0;22040,0;21940,0;22030,0;22380,0;22740,0;22790,0;22530,0;23100,0;23180,0;22150,0;22050,0;22770;23550,0
Hauskrankenpflege;6360;6950,0;7390,0;7900,0;8270,0;8900,0;9270,0;9190,0;9220,0;9390,0;9390,0;9300,0;8920,0;8750,0;9610,0;10010,0;9340;9370,0
Medizinische Hauskrankenpflege (3);5360;5850,0;6120,0;6220,0;6330,0;6240,0;6450,0;6700,0;6920,0;7040,0;7330,0;7590,0;6470,0;5280,0;4510,0;4540,0;4000;3750,0
24-Stunden-Betreuung zu Hause;;;650,0;1100,0;1490,0;1560,0;2100,0;2480,0;2880,0;3190,0;3410,0;3670,0;3290,0;3070,0;3050,0;2720,0;2550;2370,0
Mobile persönliche Beratungs- und Unterstützungsdienste;;;;;;;;;;;;;;;;;;
Insgesamt (4);;;18080,0;25100,0;15960,0;13540,0;10620,0;8400,0;8280,0;8030,0;7500,0;7220,0;6910,0;6960,0;6513,0;6580,0;6520;6610,0
Besuchsdienst;3800;4350,0;4750,0;5190,0;5620,0;5730,0;5810,0;6180,0;6460,0;6630,0;6340,0;5870,0;5700,0;5750,0;5460,0;5280,0;5190;5280,0
Essen auf Rädern (5);7410;7650,0;7440,0;7600,0;6770,0;4830,0;3400,0;2290,0;1630,0;1240,0;920,0;670,0;490,0;390,0;300,0;230,0;180;140,0
Wäscheservice;560;530,0;520,0;510,0;460,0;410,0;350,0;300,0;250,0;210,0;170,0;130,0;110,0;90,0;70,0;65,0;54;36,0
Teilstationäre Einrichtungen;;;;;;;;;;;;;;;;;;
Insgesamt;1560;1650,0;1750,0;1860,0;2010,0;2040,0;2110,0;2130,0;2200,0;2190,0;2130,0;2190,0;2200,0;2190,0;1920,0;1800,0;1920;2190,0
Tageszentren;1560;1650,0;1750,0;1860,0;2010,0;2040,0;2110,0;2130,0;2200,0;2190,0;2130,0;2190,0;2200,0;2190,0;1920,0;1800,0;1920;2190,0
Quelle: Fonds Soziales Wien.;;;;;;;;;;;;;;;;;;
"(1) Die Summe der BezieherInnen der einzelnen Leistungen ist größer als die hier angegebene Gesamtzahl, da Personen mehrere Leistungen gleichzeitig in Anspruch nehmen können.
(2) Inklusive der BezieherInnen von Pflegenotruf und Akut-Interventionsdienst.
(3) Seit dem 2. Quartal 2018 wird die Leistung zur Gänze von der Sozialversicherung und nicht mehr aus dem FSW-Budget finanziert.
(4) Inklusive ""Sonder-Reinigungsdienst"". Erst ab 2009 inklusive der BezieherInnen von ""Mobile Soziale Arbeit"" und ""SeniorInnen-Beratung""_ ab 2010 sind nur die KundInnen der Sozialarbeit und SeniorInnenberatung durch die ""FSW - Wiener Pflege- und Betreuungsdienste"" ausgewiesen (nicht mehr hingegen jene durch das Casemanagement des „Beratungszentrums Pflege und Betreuung“).  Mit 1. April 2012 sind die bisher in der „Mobilen sozialen Arbeit"" berücksichtigten Leistungen „MigrantInnenberatung“ und „Beratung am Eck“ ausgelaufen. Die soziale Ergänzungsleistung „Reinigungsdienst"" wurde mit 1. Juli 2012 eingestellt.
(5) Die überwiegende Anzahl bezieht verschiedene Angebote von ""Essen auf Rädern"" ohne öffentliche Förderung. Von den hier angegebenen BezieherInnen erhalten die meisten die Förderung für die Zustellung und ein kleiner Anteil auch für das Essen selbst.";;;;;;;;;;;;;;;;;;
