Energetischer Endverbrauch in Wien nach Energieträgern und Verbrauchsgruppen 2015;;;;;
Energieträger;Insgesamt;Energetischer Endverbrauch – darunter verbraucht für/durch…;;;
;;Raumheizung und
Klimaanlagen;Industrieöfen;Standmotoren;Traktion
;Terajoule;;;;
Energetischer Endverbrauch;132452,218405908;48604,6512802705;16274,946327903;10375,8266411729;48014,9534008949
Steinkohle;38,1917642829888;37,0459782417051;0,852667444582972;–;–
Braunkohle;20,8178910871131;17,2470339469884;3,57085714012473;–;–
Koks;11,6700211030604;11,1749065820343;–;–;–
Petrolkoks;–;–;–;–;–
Heizöl;560,352646303876;402,055325533975;60,9512969726284;11,892171152454;–
Gasöl für Heizzwecke;1615,42980177979;1453,84484431107;119,481166181063;4,37166420189109;–
Diesel;33738,3757654263;–;0,649883087608509;2245,32182978653;31492,4000008081
Benzin;10084,6764838928;–;–;40,7640164909505;10043,7483898224
Petroleum;8,93376636970412;–;–;7,83552307596709;1,09824329373703
Flüssiggas;603,110776005706;53,0725158367094;45,4794169622755;13,9621535371674;489,379647901374
Naturgas;26761,3261796853;19504,399045634;5080,95323517168;187,697275455057;108,020100579361
Elektrische Energie;29576,051677476;4442,81037442014;8221,69717169559;7861,29211091639;2153,0431127059
Fernwärme;21983,99177728;19423,4214512478;2390,67883964003;–;–
Brennholz;1411,89024974472;1316,61575283891;90,524696022035;–;–
Biogene Brenn- und Treibstoffe;5380,02177294434;1410,12351760446;135,089012405881;2,6898965564711;3726,97078718739
Brennbare Abfälle;10,3202040998613;7,15809178793291;2,98370693714449;–;–
Sonstige Energieträger;647,057628426577;525,682442284717;121,37518614186;–;–
Quelle: Statistik Austria – Energiestatistik (Revision 2016).;;;;;
Rundungsdifferenzen nicht ausgeglichen.;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
