Gebäudebestand nach Gemeindebezirken 1951–2011;;;;;;;;
Gemeindebezirk;Gebäudebestand;;;;;;;
;1951;1961,0;1971,0;1981,0;1991,0;2001;2011,0;2021,0
Wien;67292;74481,0;96209,0;134321,0;153693,0;168167;164746,0;175760,0
1. Innere Stadt;763;1147,0;1448,0;1622,0;1582,0;1723;1539,0;1583,0
2. Leopoldstadt;1954;2095,0;2513,0;4516,0;5220,0;5123;4758,0;5311,0
3. Landstraße;2372;2498,0;3042,0;3728,0;3837,0;3952;3732,0;3939,0
4. Wieden;979;1148,0;1325,0;1479,0;1589,0;1583;1476,0;1504,0
5. Margareten;1357;1503,0;1898,0;2044,0;2094,0;2183;2114,0;2157,0
6. Mariahilf;975;1111,0;1256,0;1420,0;1504,0;1582;1439,0;1472,0
7. Neubau;1130;1293,0;1596,0;1679,0;1801,0;1908;1552,0;1609,0
8. Josefstadt;857;916,0;1022,0;1206,0;1215,0;1285;1130,0;1147,0
9. Alsergrund;1440;1545,0;1691,0;2016,0;2073,0;2083;1910,0;1967,0
10. Favoriten;4274;5126,0;6560,0;10990,0;12440,0;13503;12958,0;13753,0
11. Simmering;2618;2786,0;3721,0;5327,0;6476,0;7303;6931,0;7386,0
12. Meidling;3714;3829,0;4373,0;6342,0;6739,0;7275;6958,0;7091,0
13. Hietzing;5034;5452,0;7419,0;9282,0;9950,0;10513;10116,0;10489,0
14. Penzing;4702;5235,0;7165,0;11065,0;12507,0;12888;12388,0;13125,0
15. Rudolfsheim-Fünfhaus;2161;2304,0;2731,0;3076,0;3037,0;3875;3117,0;3289,0
16. Ottakring;3161;3459,0;4404,0;6098,0;6653,0;6763;6623,0;6897,0
17. Hernals;2704;2808,0;3973,0;5194,0;5846,0;6081;6013,0;6147,0
18. Währing;2716;2969,0;3477,0;4443,0;4636,0;4707;4585,0;4754,0
19. Döbling;3442;3750,0;5012,0;7567,0;8366,0;8650;8515,0;9019,0
20. Brigittenau;1127;1224,0;1637,0;2255,0;2469,0;2650;2434,0;2509,0
21. Floridsdorf;6531;6883,0;8629,0;13663,0;16892,0;19069;18983,0;20897,0
22. Donaustadt;8841;9862,0;13172,0;17349,0;22488,0;28018;29900,0;33002,0
23. Liesing;4440;5538,0;8145,0;11960,0;14279,0;15450;15575,0;16713,0
Quelle: Statistik Austria – Gebäude- bzw. Häuser- und Wohnungszählungen 1951–2001, Registerzählung 2011.;;;;;;;;
;;;;;;;;
;;;;;;;;
